         51063467 function calls (49002903 primitive calls) in 436.588 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   516860    0.214    0.000    0.214    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:1675(__getattr__)
      134    0.000    0.000    0.207    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2397(eval)
59094/134    0.045    0.000    0.206    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2375(train)
   699805    0.204    0.000    0.204    0.000 {method 'values' of 'collections.OrderedDict' objects}
       16    0.192    0.012    0.192    0.012 {method 'connect' of '_socket.socket' objects}
   100728    0.044    0.000    0.192    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\fromnumeric.py:53(_wrapfunc)
     7016    0.189    0.000    0.190    0.000 {built-in method nt.stat}
       13    0.003    0.000    0.186    0.014 {built-in method builtins.print}
        3    0.000    0.000    0.183    0.061 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:1204(__repr__)
        5    0.000    0.000    0.183    0.037 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\util\_decorators.py:325(wrapper)
        3    0.000    0.000    0.183    0.061 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:1310(to_string)
        1    0.176    0.176    0.183    0.183 C:\Projects\form-sage\.venv310\lib\site-packages\pdf2image\parsers.py:11(parse_buffer_to_ppm)
        3    0.000    0.000    0.182    0.061 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:939(to_string)
     1608    0.005    0.000    0.182    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:480(__init__)
        3    0.000    0.000    0.182    0.061 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\string.py:28(to_string)
        3    0.000    0.000    0.182    0.061 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\string.py:40(_get_string_representation)
     1288    0.181    0.000    0.181    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddle\inference\wrapper.py:45(tensor_copy_from_cpu)
     7146    0.009    0.000    0.179    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\geometry\polygon.py:221(__new__)
     1608    0.005    0.000    0.177    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:391(__init__)
        6    0.000    0.000    0.173    0.029 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\string.py:34(_get_strcols)
        6    0.000    0.000    0.172    0.029 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:472(get_strcols)
        6    0.000    0.000    0.172    0.029 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:704(_get_strcols_without_index)
        5    0.006    0.001    0.172    0.034 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\clip\image_processing_clip.py:151(resize)
       49    0.000    0.000    0.168    0.003 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:751(format_col)
       63    0.000    0.000    0.166    0.003 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:1079(format_array)
       63    0.000    0.000    0.166    0.003 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:1193(get_result)
        5    0.003    0.001    0.165    0.033 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_transforms.py:287(resize)
      134    0.000    0.000    0.163    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\auto_factory.py:779(keys)
      134    0.015    0.000    0.163    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\auto_factory.py:780(<listcomp>)
    26193    0.162    0.000    0.162    0.000 {built-in method torch.empty}
       35    0.001    0.000    0.160    0.005 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:1197(_format_strings)
      655    0.001    0.000    0.159    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:1220(_format)
11293/639    0.008    0.000    0.158    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\printing.py:165(pprint_thing)
  1386/70    0.003    0.000    0.156    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\printing.py:99(_pprint_seq)
    15591    0.039    0.000    0.155    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\ppocr\postprocess\db_postprocess.py:168(get_mini_boxes)
        2    0.000    0.000    0.154    0.077 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\ppocr\data\imaug\__init__.py:78(create_operators)
       14    0.154    0.011    0.154    0.011 {built-in method builtins.eval}
  1386/70    0.004    0.000    0.149    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\printing.py:120(<listcomp>)
   236108    0.049    0.000    0.149    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2277(children)
    52394    0.149    0.000    0.149    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\storage.py:308(__getitem__)
    88842    0.015    0.000    0.148    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2306(modules)
    34505    0.014    0.000    0.148    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\auto_factory.py:773(_load_attr_from_module)
    43460    0.022    0.000    0.146    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\fromnumeric.py:2100(clip)
     3283    0.012    0.000    0.140    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\normalization.py:172(__init__)
    45016    0.137    0.000    0.137    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    42876    0.081    0.000    0.136    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\linalg\linalg.py:2383(norm)
    26465    0.028    0.000    0.136    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2157(_named_members)
     3420    0.002    0.000    0.127    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\_config\config.py:145(_get_option)
     3248    0.001    0.000    0.127    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\_config\config.py:273(__call__)
     3426    0.003    0.000    0.124    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\_config\config.py:127(_get_single_key)
    27068    0.122    0.000    0.122    0.000 {method 'read' of '_io.BytesIO' objects}
    21652    0.122    0.000    0.122    0.000 {built-in method numpy.zeros}
    94442    0.113    0.000    0.119    0.000 {built-in method builtins.max}
     3426    0.001    0.000    0.118    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\_config\config.py:617(_select_options)
        5    0.000    0.000    0.117    0.023 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:2097(resize)
        5    0.116    0.023    0.116    0.023 {method 'resize' of 'ImagingCore' objects}
    89667    0.110    0.000    0.115    0.000 {built-in method builtins.min}
     1608    0.004    0.000    0.115    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:464(__init__)
     1386    0.014    0.000    0.114    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\_config\config.py:632(<listcomp>)
34773/34505    0.010    0.000    0.112    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\auto_factory.py:688(getattribute_from_module)
    33264    0.059    0.000    0.109    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\functional.py:1252(dropout)
      603    0.004    0.000    0.109    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\file_download.py:1151(try_to_load_from_cache)
      821    0.106    0.000    0.108    0.000 {built-in method io.open}
   205288    0.076    0.000    0.107    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\parameter.py:8(__instancecheck__)
  906/895    0.003    0.000    0.105    0.000 <frozen importlib._bootstrap>:1022(_find_and_load)
     7146    0.012    0.000    0.105    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\fromnumeric.py:3385(mean)
      378    0.031    0.000    0.103    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\bart\modeling_bart.py:81(shift_tokens_right)
   100137    0.023    0.000    0.101    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\re.py:197(search)
  891/889    0.001    0.000    0.100    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\importlib\__init__.py:108(import_module)
        5    0.000    0.000    0.100    0.020 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\clip\image_processing_clip.py:307(<listcomp>)
        5    0.000    0.000    0.100    0.020 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_transforms.py:760(convert_to_rgb)
        5    0.000    0.000    0.099    0.020 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:874(convert)
   236108    0.086    0.000    0.099    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2286(named_children)
    52193    0.044    0.000    0.099    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:551(register_parameter)
  891/889    0.001    0.000    0.099    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
     9072    0.003    0.000    0.098    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\activations.py:77(forward)
     9072    0.095    0.000    0.095    0.000 {built-in method torch._C._nn.gelu}
       67    0.093    0.001    0.093    0.001 {cvtColor}
     7146    0.048    0.000    0.093    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\_methods.py:101(_mean)
    15858    0.010    0.000    0.093    0.000 {method 'max' of 'numpy.ndarray' objects}
       67    0.001    0.000    0.090    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\configuration_auto.py:920(from_pretrained)
    34194    0.009    0.000    0.089    0.000 {built-in method builtins.setattr}
  190/181    0.000    0.000    0.089    0.000 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
    52193    0.015    0.000    0.089    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\parameter.py:34(__new__)
     7146    0.014    0.000    0.088    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\geometry\polygon.py:62(__new__)
    26264    0.004    0.000    0.087    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2196(named_parameters)
        5    0.000    0.000    0.086    0.017 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\clip\image_processing_clip.py:310(<listcomp>)
        5    0.000    0.000    0.086    0.017 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_utils.py:212(to_numpy_array)
       67    0.000    0.000    0.084    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:580(_ensure_mutable)
       67    0.000    0.000    0.084    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:574(_copy)
       67    0.084    0.001    0.084    0.001 {method 'copy' of 'ImagingCore' objects}
   135301    0.083    0.000    0.083    0.000 {built-in method torch._C._get_tracing_state}
    15858    0.005    0.000    0.083    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\_methods.py:39(_amax)
      469    0.002    0.000    0.083    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\os.py:200(makedirs)
66470/7689    0.040    0.000    0.083    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\copy.py:128(deepcopy)
  505/503    0.001    0.000    0.080    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\import_utils.py:1764(__getattr__)
  170/168    0.000    0.000    0.079    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\import_utils.py:1791(_get_module)
     2613    0.003    0.000    0.075    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\genericpath.py:39(isdir)
    55157    0.075    0.000    0.075    0.000 {method 'transpose' of 'torch._C.TensorBase' objects}
    43460    0.075    0.000    0.075    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\_methods.py:90(_clip)
    52193    0.074    0.000    0.074    0.000 {built-in method _make_subclass}
       16    0.000    0.000    0.073    0.005 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\socket.py:938(getaddrinfo)
       16    0.073    0.005    0.073    0.005 {built-in method _socket.getaddrinfo}
   118408    0.044    0.000    0.071    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\autograd\grad_mode.py:183(__init__)
    42508    0.069    0.000    0.069    0.000 {method 'view' of 'torch._C.TensorBase' objects}
    59204    0.026    0.000    0.067    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\autograd\grad_mode.py:83(__exit__)
       67    0.066    0.001    0.066    0.001 {findContours}
    29168    0.020    0.000    0.061    0.000 {method 'clip' of 'numpy.generic' objects}
    59204    0.025    0.000    0.059    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\autograd\grad_mode.py:79(__enter__)
      383    0.002    0.000    0.059    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_base.py:221(__init__)
      756    0.021    0.000    0.059    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\bart\modeling_bart.py:108(forward)
     7146    0.031    0.000    0.058    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\creation.py:176(polygons)
   102146    0.031    0.000    0.058    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\re.py:288(_compile)
      149    0.002    0.000    0.057    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\sessions.py:457(prepare_request)
      378    0.003    0.000    0.056    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\bart\modeling_bart.py:735(forward)
       67    0.001    0.000    0.055    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:707(from_dict)
588246/588172    0.048    0.000    0.054    0.000 {built-in method builtins.getattr}
     7150    0.035    0.000    0.054    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\lib\function_base.py:5172(delete)
      383    0.003    0.000    0.054    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_base.py:699(convert_to_tensors)
       67    0.000    0.000    0.053    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:4479(<setcomp>)
      201    0.000    0.000    0.053    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2251(named_buffers)
    15591    0.052    0.000    0.052    0.000 {minAreaRect}
 1883/543    0.009    0.000    0.052    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\copy.py:227(_deepcopy_dict)
 29547/67    0.017    0.000    0.051    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:853(apply)
  190/181    0.000    0.000    0.050    0.000 <frozen importlib._bootstrap>:664(_load_unlocked)
     1331    0.001    0.000    0.049    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\genericpath.py:16(exists)
      766    0.001    0.000    0.049    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_base.py:736(as_tensor)
     7146    0.004    0.000    0.048    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\geometry\base.py:327(area)
